Account_ID,Customer_ID,Branch_ID,Account_Type,Account_Open_Date.1,Account_Status,Current_Balance
A002022,C01424,BR013,Savings,14-11-2023,Active,30626.9
A002023,C01738,BR005,Savings,31-03-2025,Active,260259.72
A002024,C00844,BR012,Savings,07-06-2025,Active,22139.72
A002025,C02518,BR007,Salary,14-06-2024,Active,85355.37
A002026,C00831,BR013,Savings,10-02-2024,Active,82513.45
A002027,C02891,BR009,Savings,24-03-2025,Active,29656.82
A002028,C01917,BR003,Current,20-08-2025,Active,271298.95
A002029,C00554,BR013,Salary,08-03-2025,Active,35014.19
A002030,C01231,BR008,Salary,15-11-2025,Active,18599.8
A002031,C00228,BR009,Fixed Deposit,29-04-2025,Active,456261.96
A002032,C02534,BR004,Savings,13-03-2022,Active,24704.61
A002033,C01944,BR010,Savings,29-01-2022,Active,13299.18
A002034,C01287,BR014,Savings,22-05-2024,Inactive,22874.35
A002035,C02038,BR014,Savings,30-10-2025,Active,29642.28
A002036,C01846,BR007,Fixed Deposit,14-03-2023,Active,153208.68
A002037,C01800,BR007,Current,12-11-2025,Active,125038.43
A002038,C01194,BR005,Salary,28-05-2025,Active,29620.33
A002039,C01055,BR007,Fixed Deposit,25-07-2022,Active,209463.65
A002040,C00769,BR006,Fixed Deposit,23-12-2023,Active,221120.58
A002041,C02360,BR003,Savings,20-11-2022,Inactive,68557.3
A002042,C01414,BR002,Fixed Deposit,25-04-2022,Active,340466.54
A002043,C01407,BR006,Savings,06-10-2024,Active,15182.15
A002044,C02162,BR007,Savings,11-11-2022,Active,23951.31
A002045,C01594,BR001,Current,28-03-2024,Inactive,65628.52
A002046,C02859,BR003,Fixed Deposit,11-09-2024,Active,76305.6
A002047,C00723,BR007,Salary,24-09-2023,Active,63121.6
A002048,C00127,BR001,Savings,27-04-2022,Closed,34902.56
A002049,C01264,BR006,Fixed Deposit,11-04-2022,Active,132729.15
A002050,C01596,BR015,Savings,08-07-2023,Active,33980.37
A002051,C02464,BR011,Salary,04-03-2022,Active,116403.05
A002052,C01908,BR009,Savings,27-06-2025,Active,98832.01
A002053,C02818,BR011,Savings,31-08-2022,Active,93073.89
A002054,C00258,BR004,Savings,12-02-2022,Active,45985.92
A002055,C01613,BR006,Fixed Deposit,24-07-2022,Active,77333.95
A002056,C02488,BR006,Fixed Deposit,14-10-2024,Active,31127.97
A002057,C01507,BR005,Savings,10-05-2024,Active,72094.77
A002058,C00828,BR002,Savings,13-09-2024,Active,17893.34
A002059,C02306,BR008,Savings,22-05-2023,Active,27989.69
A002060,C02625,BR011,Salary,14-04-2023,Active,144353.96
A002061,C00778,BR010,Current,08-09-2024,Active,300685.83
A002062,C01658,BR010,Current,14-06-2022,Active,126538.48
A002063,C02415,BR009,Savings,31-07-2023,Active,12395.92
A002064,C00457,BR006,Savings,30-05-2022,Active,24242.52
A002065,C00033,BR011,Fixed Deposit,12-09-2023,Active,178995.94
A002066,C02218,BR005,Current,17-11-2025,Active,40700.14
A002067,C02257,BR009,Savings,27-05-2025,Inactive,12351.77
A002068,C00472,BR011,Savings,15-09-2024,Active,66762.42
A002069,C01791,BR005,Savings,18-08-2024,Active,87458.31
A002070,C02162,BR007,Savings,04-07-2023,Inactive,27461.92
A002071,C02889,BR004,Savings,27-10-2024,Active,68835.52
A002072,C02425,BR006,Salary,02-05-2025,Active,196384.95
A002073,C00660,BR001,Savings,28-03-2024,Active,127980.21
A002074,C01727,BR006,Savings,31-05-2022,Active,28526.81
A002075,C02200,BR006,Current,11-10-2024,Active,99710.65
A002076,C00814,BR010,Savings,05-07-2022,Inactive,42562.88
A002077,C00489,BR012,Savings,19-04-2023,Active,257308.16
A002078,C01313,BR012,Fixed Deposit,16-10-2022,Active,85347.73
A002079,C02159,BR015,Savings,15-03-2022,Active,34819.04
A002080,C01585,BR005,Salary,20-01-2025,Active,132060.13
A002081,C01814,BR002,Savings,31-07-2024,Active,94514.34
A002082,C01998,BR009,Savings,21-08-2023,Active,6964.52
A002083,C02867,BR003,Savings,12-07-2023,Active,86291.98
A002084,C01902,BR005,Salary,27-07-2024,Active,38717.63
A002085,C00405,BR012,Savings,16-02-2024,Active,16755.94
A002086,C01202,BR004,Salary,06-12-2022,Active,37822.8
A002087,C00510,BR006,Savings,03-12-2023,Inactive,49773.22
A002088,C02275,BR001,Current,09-02-2025,Active,107514.55
A002089,C02992,BR005,Savings,17-03-2024,Active,31608.79
A002090,C02315,BR005,Savings,17-03-2025,Active,26421.39
A002091,C00738,BR010,Current,13-01-2024,Active,201240.89
A002092,C02089,BR007,Savings,27-08-2023,Active,27090.07
A002093,C00064,BR010,Savings,20-12-2024,Active,8251.63
A002094,C00817,BR007,Current,02-11-2022,Active,37546.57
A002095,C00910,BR006,Salary,04-07-2024,Active,15657.57
A002096,C01409,BR008,Salary,09-07-2024,Active,11651.44
A002097,C00962,BR004,Savings,09-02-2023,Active,95455.39
A002098,C01299,BR006,Savings,10-01-2023,Inactive,69295.35
A002099,C00030,BR011,Savings,03-05-2022,Active,15385.89
A002100,C02451,BR007,Savings,05-08-2022,Active,11898.06
A002101,C01187,BR006,Savings,20-05-2022,Active,32075.69
A002102,C02425,BR006,Savings,18-06-2024,Active,11363.39
A002103,C00174,BR008,Savings,27-06-2022,Active,28490.32
A002104,C02599,BR015,Current,20-01-2024,Active,238731.46
A002105,C01880,BR012,Savings,12-06-2022,Active,45338.72
A002106,C00694,BR008,Savings,18-02-2025,Active,46733.6
A002107,C02258,BR006,Savings,16-09-2024,Active,18024.32
A002108,C02246,BR010,Savings,04-03-2023,Active,37163.39
A002109,C02180,BR013,Salary,10-12-2024,Active,103940.15
A002110,C02612,BR007,Savings,26-11-2022,Active,5887.37
A002111,C02862,BR008,Savings,17-07-2024,Active,46163.52
A002112,C00500,BR001,Fixed Deposit,24-07-2024,Active,239690.27
A002113,C00847,BR004,Savings,30-09-2023,Active,115429.24
A002114,C00120,BR014,Savings,21-10-2024,Active,70091.8
A002115,C00200,BR009,Salary,16-10-2025,Closed,68219.01
A002116,C00317,BR014,Current,27-08-2023,Closed,66301.13
A002117,C02076,BR003,Fixed Deposit,19-02-2023,Active,305765.79
A002118,C01819,BR008,Fixed Deposit,09-10-2023,Active,49473.94
A002119,C00105,BR001,Salary,09-04-2024,Active,4663.8
A002120,C01265,BR005,Savings,30-06-2022,Active,39641.69
A002121,C00332,BR006,Savings,03-11-2025,Active,58946.29
A002122,C00586,BR010,Savings,17-11-2023,Active,10521.3
A002123,C00167,BR005,Current,09-11-2025,Closed,76649.84
A002124,C01585,BR005,Fixed Deposit,05-11-2025,Active,196597.43
A002125,C00244,BR005,Savings,04-04-2022,Active,113230.56
A002126,C02357,BR009,Fixed Deposit,16-06-2022,Active,266031.56
A002127,C02797,BR014,Current,23-09-2022,Active,21470.51
A002128,C02568,BR010,Savings,09-04-2024,Inactive,46778.63
A002129,C02471,BR014,Fixed Deposit,01-06-2023,Active,84537.6
A002130,C02256,BR012,Current,27-01-2022,Active,96302.28
A002131,C02733,BR011,Savings,04-04-2024,Active,37663.85
A002132,C02657,BR005,Savings,21-04-2023,Active,4722.42
A002133,C00649,BR008,Savings,17-05-2025,Active,62080.45
A002134,C01813,BR002,Savings,17-01-2025,Active,37650.16
A002135,C00919,BR012,Salary,19-05-2025,Active,37470.02
A002136,C02512,BR015,Fixed Deposit,08-04-2024,Active,85613.25
A002137,C00032,BR009,Salary,13-10-2024,Active,24683.54
A002138,C01252,BR004,Fixed Deposit,29-04-2022,Active,730000.67
A002139,C01138,BR001,Fixed Deposit,14-01-2025,Active,146130.52
A002140,C02558,BR002,Savings,23-10-2023,Active,36689.91
A002141,C00884,BR007,Salary,07-01-2022,Active,7301.88
A002142,C02688,BR015,Salary,26-04-2022,Active,36568.04
A002143,C01490,BR008,Savings,27-03-2023,Active,36954.72
A002144,C02060,BR009,Savings,30-06-2023,Active,75251.59
A002145,C01593,BR001,Salary,01-11-2022,Active,26143.45
A002146,C01294,BR008,Fixed Deposit,28-01-2025,Inactive,110630.44
A002147,C00913,BR004,Fixed Deposit,15-10-2023,Active,40137.69
A002148,C00846,BR002,Savings,13-01-2023,Active,119291.54
A002149,C01921,BR004,Salary,11-09-2024,Active,44755.53
A002150,C00976,BR015,Savings,25-10-2023,Active,114223.04
A002151,C02593,BR007,Fixed Deposit,11-02-2025,Active,108346.84
A002152,C00398,BR009,Current,01-01-2024,Active,76165.85
A002153,C00647,BR006,Fixed Deposit,30-12-2024,Active,103290.57
A002154,C00142,BR008,Fixed Deposit,31-05-2025,Active,54642.24
A002155,C02591,BR011,Savings,26-04-2022,Active,59003.11
A002156,C01244,BR002,Fixed Deposit,27-06-2022,Closed,158983.18
A002157,C00106,BR003,Salary,03-12-2024,Active,51522.16
A002158,C00129,BR013,Savings,15-03-2024,Active,49351.03
A002159,C02755,BR007,Savings,18-12-2022,Active,13446.94
A002160,C02642,BR007,Salary,14-02-2022,Active,13853.81
A002161,C00831,BR013,Savings,27-10-2025,Closed,51068.67
A002162,C01950,BR010,Savings,17-05-2022,Active,203855.13
A002163,C00758,BR005,Current,07-11-2023,Active,16233.09
A002164,C02532,BR005,Savings,19-11-2022,Active,46322.83
A002165,C02147,BR007,Savings,01-08-2023,Active,20928.11
A002166,C01334,BR007,Salary,17-11-2024,Active,42792.51
A002167,C02786,BR001,Savings,14-01-2024,Active,20568.76
A002168,C00672,BR013,Current,02-03-2022,Closed,32456.63
A002169,C02991,BR009,Savings,08-05-2022,Active,280645.54
A002170,C00871,BR001,Fixed Deposit,12-10-2025,Active,35245.72
A002171,C02667,BR007,Savings,04-01-2023,Active,9260.9
A002172,C02565,BR001,Salary,17-09-2023,Active,60446.94
A002173,C01689,BR006,Salary,21-02-2025,Active,91402.97
A002174,C00366,BR001,Fixed Deposit,10-05-2025,Active,96009.11
A002175,C02254,BR008,Current,20-02-2023,Active,122231.36
A002176,C02095,BR001,Savings,21-11-2022,Active,16048.14
A002177,C02596,BR012,Savings,02-10-2023,Closed,16387
A002178,C00678,BR005,Current,09-05-2023,Inactive,83845.56
A002179,C00718,BR001,Current,21-10-2024,Active,147376.68
A002180,C01060,BR014,Current,28-11-2024,Active,154536.86
A002181,C01107,BR015,Savings,16-01-2023,Active,98333.79
A002182,C00010,BR005,Current,09-07-2023,Active,26912.4
A002183,C00461,BR005,Savings,03-12-2024,Active,102749.38
A002184,C01438,BR011,Current,12-01-2024,Active,56421.8
A002185,C02902,BR003,Salary,16-03-2024,Active,16001.3
A002186,C00386,BR003,Savings,28-03-2025,Active,37379.51
A002187,C00724,BR005,Current,10-08-2024,Active,50360.83
A002188,C02579,BR009,Savings,09-08-2024,Closed,37193.63
A002189,C00118,BR007,Salary,05-12-2023,Active,47000.91
A002190,C00294,BR006,Salary,06-05-2025,Active,134645.34
A002191,C02670,BR012,Savings,03-02-2022,Active,29070.31
A002192,C00752,BR002,Savings,07-05-2022,Active,69506.14
A002193,C00924,BR010,Salary,15-09-2024,Closed,54359.45
A002194,C00045,BR005,Salary,07-06-2024,Active,37953.86
A002195,C01220,BR005,Savings,13-02-2023,Active,66835.15
A002196,C02979,BR008,Savings,28-05-2024,Active,18221.22
A002197,C02957,BR012,Savings,06-06-2022,Active,15357.98
A002198,C01925,BR014,Salary,05-06-2024,Active,50566.42
A002199,C02026,BR004,Savings,12-06-2023,Closed,8697.41
A002200,C01931,BR015,Salary,10-05-2024,Active,54063.46
A002201,C02085,BR015,Salary,13-05-2023,Active,13415.44
A002202,C01557,BR012,Fixed Deposit,23-11-2024,Active,141448.61
A002203,C00618,BR010,Fixed Deposit,13-06-2022,Inactive,277883.25
A002204,C02605,BR005,Savings,18-05-2025,Active,120372.91
A002205,C02639,BR006,Salary,24-12-2023,Active,29257.98
A002206,C00433,BR003,Salary,02-12-2022,Active,28214.59
A002207,C00284,BR006,Fixed Deposit,06-11-2025,Active,198130.46
A002208,C02379,BR011,Current,02-06-2022,Active,109738.34
A002209,C00143,BR006,Savings,24-02-2024,Active,33070.85
A002210,C02422,BR007,Fixed Deposit,19-04-2022,Active,49356.7
A002211,C02946,BR008,Savings,07-08-2025,Active,25027.77
A002212,C00109,BR014,Fixed Deposit,20-08-2022,Active,32774.02
A002213,C02397,BR014,Savings,03-01-2023,Active,8426.21
A002214,C00399,BR002,Savings,16-08-2024,Active,12593.71
A002215,C00871,BR001,Fixed Deposit,16-07-2025,Active,264473.73
A002216,C01642,BR013,Salary,01-09-2023,Closed,89293.91
A002217,C02041,BR002,Current,16-01-2023,Active,143269.48
A002218,C00271,BR001,Savings,26-05-2023,Active,7891.52
A002219,C00328,BR008,Savings,02-09-2025,Active,103216.28
A002220,C00848,BR010,Savings,22-08-2025,Active,14376.16
A002221,C02046,BR005,Current,28-06-2022,Active,14099.12
A002222,C01212,BR001,Savings,08-08-2025,Active,37979.65
A002223,C00827,BR015,Savings,13-05-2025,Active,14064.19
A002224,C00472,BR011,Savings,27-02-2024,Active,76793.24
A002225,C02906,BR005,Fixed Deposit,09-01-2023,Active,170858.82
A002226,C02113,BR007,Fixed Deposit,01-11-2023,Active,342471.85
A002227,C02958,BR008,Savings,06-02-2025,Active,17823.41
A002228,C01486,BR003,Fixed Deposit,31-01-2023,Active,149384.4
A002229,C02457,BR014,Savings,18-05-2023,Inactive,27616.33
A002230,C01920,BR006,Savings,03-11-2023,Active,59006.57
A002231,C01576,BR011,Savings,09-04-2022,Active,34704.24
A002232,C01423,BR008,Fixed Deposit,24-08-2023,Active,31376.13
A002233,C01501,BR010,Savings,15-07-2022,Active,66033.72
A002234,C01238,BR003,Savings,11-01-2022,Active,87192.59
A002235,C01920,BR006,Fixed Deposit,20-07-2023,Closed,115574.04
A002236,C01478,BR009,Salary,13-01-2025,Inactive,6957.76
A002237,C02913,BR007,Salary,06-12-2025,Active,2388.49
A002238,C02699,BR011,Salary,03-10-2023,Active,60254
A002239,C01394,BR008,Salary,06-01-2025,Active,21029.44
A002240,C01189,BR012,Savings,22-11-2022,Active,10379.59
A002241,C02277,BR010,Salary,19-07-2024,Active,38349.81
A002242,C01927,BR014,Savings,31-08-2024,Inactive,23889.57
A002243,C00696,BR009,Savings,01-05-2023,Active,11829.38
A002244,C02502,BR013,Fixed Deposit,17-10-2023,Active,233679.17
A002245,C02047,BR007,Savings,05-09-2024,Closed,56649.04
A002246,C01864,BR001,Savings,04-04-2023,Active,40610.97
A002247,C02347,BR007,Savings,01-06-2024,Active,40873.42
A002248,C00679,BR005,Fixed Deposit,04-12-2022,Active,200440.36
A002249,C02400,BR010,Fixed Deposit,22-02-2024,Active,159325.01
A002250,C00366,BR001,Savings,28-03-2022,Active,33506.71
A002251,C02381,BR013,Savings,15-10-2023,Active,42918.94
A002252,C01773,BR005,Salary,05-01-2024,Active,25383.49
A002253,C01746,BR003,Current,23-04-2025,Active,214170.5
A002254,C02183,BR008,Savings,03-07-2023,Active,18561.61
A002255,C00933,BR013,Savings,09-01-2022,Active,27274.92
A002256,C02307,BR007,Current,28-02-2022,Active,83005.73
A002257,C00077,BR015,Savings,27-02-2024,Closed,128186.56
A002258,C02082,BR008,Salary,01-04-2025,Closed,107800.39
A002259,C02384,BR008,Savings,24-07-2025,Active,9287.96
A002260,C00011,BR006,Salary,26-03-2025,Active,15751.41
A002261,C02084,BR010,Salary,12-05-2023,Inactive,61202.72
A002262,C02322,BR010,Current,17-12-2023,Active,46486.5
A002263,C01567,BR003,Salary,21-07-2025,Active,15387.54
A002264,C01814,BR002,Savings,10-05-2025,Active,40899.98
A002265,C00179,BR015,Savings,26-10-2023,Active,13373.4
A002266,C02965,BR008,Current,04-12-2023,Active,47478.7
A002267,C02901,BR009,Salary,12-04-2022,Active,20255.29
A002268,C02294,BR001,Fixed Deposit,04-09-2022,Active,41731.32
A002269,C00046,BR004,Savings,13-02-2024,Active,12494.83
A002270,C01291,BR002,Salary,27-01-2024,Active,8728.15
A002271,C02454,BR002,Savings,20-04-2024,Active,487303.67
A002272,C02029,BR002,Savings,02-04-2023,Active,37124.9
A002273,C02714,BR004,Savings,28-11-2022,Active,214831.16
A002274,C01848,BR005,Fixed Deposit,23-10-2023,Active,81469.92
A002275,C02142,BR012,Current,07-07-2025,Active,60365.22
A002276,C01013,BR009,Savings,19-11-2025,Active,47601.53
A002277,C02439,BR009,Salary,18-03-2022,Active,11646.93
A002278,C01601,BR004,Savings,04-06-2023,Active,27209.86
A002279,C02401,BR002,Savings,01-02-2024,Active,7051.11
A002280,C00614,BR009,Savings,12-11-2022,Active,9182.1
A002281,C00805,BR005,Savings,01-06-2023,Active,16924.74
A002282,C00264,BR002,Savings,07-07-2022,Closed,22009.27
A002283,C02026,BR004,Savings,09-11-2023,Active,36174.38
A002284,C02200,BR006,Salary,15-07-2025,Active,14506.37
A002285,C00852,BR010,Salary,18-09-2025,Active,39736.1
A002286,C01153,BR010,Fixed Deposit,22-01-2022,Active,91002.85
A002287,C01709,BR004,Savings,19-07-2024,Active,44174.8
A002288,C02268,BR015,Current,18-08-2025,Active,68128.67
A002289,C00909,BR006,Savings,27-01-2025,Closed,46792.94
A002290,C01466,BR013,Savings,01-04-2022,Active,10335.8
A002291,C00557,BR005,Current,24-07-2023,Active,24998.53
A002292,C02430,BR009,Savings,04-01-2025,Closed,12646.25
A002293,C02621,BR012,Salary,02-12-2025,Active,130899.73
A002294,C02219,BR004,Salary,06-03-2023,Active,67389.44
A002295,C02447,BR005,Savings,18-02-2023,Active,56172.41
A002296,C02293,BR005,Fixed Deposit,01-01-2023,Active,169219.35
A002297,C02508,BR008,Savings,31-07-2025,Active,34943.76
A002298,C01288,BR006,Fixed Deposit,20-09-2022,Active,35745.63
A002299,C00617,BR012,Current,19-06-2023,Active,62856.67
A002300,C02884,BR015,Savings,16-07-2022,Active,155093.97
A002301,C00008,BR010,Savings,04-10-2025,Active,38212.26
A002302,C01216,BR003,Savings,07-04-2022,Active,13567.25
A002303,C02179,BR014,Salary,12-01-2024,Active,54301.55
A002304,C02380,BR010,Savings,15-08-2022,Active,46842.88
A002305,C02057,BR001,Salary,18-08-2023,Active,26454.06
A002306,C01469,BR012,Savings,09-05-2024,Active,16314.08
A002307,C02768,BR012,Fixed Deposit,17-10-2024,Active,333951
A002308,C00706,BR006,Savings,12-04-2024,Active,78217.09
A002309,C00427,BR008,Salary,17-09-2023,Active,46034.23
A002310,C01887,BR013,Salary,15-02-2023,Active,37194.47
A002311,C00962,BR004,Savings,18-03-2025,Closed,17999
A002312,C01408,BR014,Savings,20-09-2024,Active,52626.09
A002313,C01371,BR001,Current,08-09-2024,Active,24016.18
A002314,C00793,BR013,Salary,29-01-2025,Active,11866.82
A002315,C02996,BR005,Salary,18-11-2022,Active,91113.45
A002316,C01148,BR006,Savings,03-12-2025,Active,14584.11
A002317,C02012,BR003,Fixed Deposit,05-09-2025,Active,129304.85
A002318,C00480,BR014,Fixed Deposit,05-10-2023,Active,45330.6
A002319,C02974,BR009,Salary,25-10-2022,Active,7945.25
A002320,C02962,BR002,Savings,02-07-2023,Active,25130.18
A002321,C00208,BR003,Savings,22-07-2023,Active,13791.82
A002322,C01930,BR010,Fixed Deposit,22-11-2025,Inactive,72052.22
A002323,C01784,BR003,Salary,26-02-2023,Active,231784.49
A002324,C00521,BR015,Current,08-10-2025,Active,17762.97
A002325,C02309,BR006,Fixed Deposit,04-12-2022,Active,109852.8
A002326,C02294,BR001,Savings,16-09-2025,Active,68529.4
A002327,C02533,BR009,Salary,20-09-2025,Active,20197.28
A002328,C01806,BR014,Current,08-06-2024,Active,14852.13
A002329,C02122,BR005,Fixed Deposit,07-06-2022,Inactive,118700.25
A002330,C02168,BR004,Salary,21-06-2024,Active,66425.5
A002331,C02303,BR015,Savings,24-08-2025,Closed,18902.57
A002332,C01754,BR010,Savings,17-09-2025,Active,51046.65
A002333,C02234,BR013,Fixed Deposit,31-10-2023,Active,250824.37
A002334,C00182,BR002,Salary,03-12-2023,Active,91435.89
A002335,C01854,BR005,Savings,16-07-2023,Active,22110.72
A002336,C00610,BR002,Fixed Deposit,08-11-2022,Active,353956.58
A002337,C01222,BR005,Savings,12-08-2024,Active,46677.52
A002338,C02307,BR007,Savings,10-12-2025,Active,31466.17
A002339,C00342,BR009,Fixed Deposit,26-01-2023,Active,115805.12
A002340,C02264,BR013,Salary,15-05-2025,Active,34796.95
A002341,C00779,BR005,Fixed Deposit,20-05-2022,Active,501158.4
A002342,C02262,BR001,Fixed Deposit,23-03-2022,Active,116729.11
A002343,C02300,BR006,Current,08-08-2025,Active,50980.15
A002344,C00046,BR004,Savings,14-06-2022,Active,182621.85
A002345,C00702,BR001,Fixed Deposit,28-08-2023,Active,122681.97
A002346,C02416,BR006,Current,12-07-2025,Active,11697.84
A002347,C01027,BR005,Current,25-05-2023,Active,69680.46
A002348,C01318,BR003,Current,16-03-2023,Active,27273.65
A002349,C00047,BR006,Savings,01-03-2022,Active,10241.8
A002350,C02081,BR014,Savings,14-10-2024,Inactive,37899.68
A002351,C00280,BR007,Current,13-04-2023,Active,64951.03
A002352,C00817,BR007,Salary,22-06-2022,Active,13417.08
A002353,C01431,BR014,Savings,25-11-2023,Active,330979.66
A002354,C02309,BR006,Savings,07-09-2022,Inactive,15869
A002355,C01495,BR015,Savings,25-05-2025,Active,36011.67
A002356,C02947,BR003,Salary,27-12-2024,Closed,146462.88
A002357,C01567,BR003,Savings,02-12-2025,Active,25445.58
A002358,C00761,BR008,Current,01-12-2025,Active,109952.46
A002359,C00573,BR005,Salary,08-05-2025,Active,26109.27
A002360,C02353,BR003,Savings,04-01-2024,Active,33450.26
A002361,C01379,BR004,Current,06-09-2022,Active,64850.96
A002362,C01815,BR006,Fixed Deposit,04-03-2022,Closed,65212.23
A002363,C01111,BR010,Savings,14-05-2022,Inactive,3665.85
A002364,C00820,BR007,Savings,09-12-2022,Inactive,34033.24
A002365,C01800,BR007,Savings,14-07-2025,Active,36922.76
A002366,C00884,BR007,Salary,07-11-2022,Active,41325.1
A002367,C03000,BR007,Fixed Deposit,16-05-2022,Active,23026.95
A002368,C02195,BR014,Salary,28-09-2025,Active,16813.65
A002369,C02459,BR005,Fixed Deposit,29-09-2023,Active,269363.43
A002370,C00854,BR006,Salary,05-09-2023,Active,156923.94
A002371,C00088,BR006,Savings,17-03-2023,Active,33771.27
A002372,C00144,BR012,Savings,16-10-2025,Active,60966.24
A002373,C02577,BR015,Salary,24-05-2023,Active,14536.72
A002374,C02622,BR005,Salary,09-06-2025,Active,27320.58
A002375,C02039,BR005,Current,20-12-2025,Active,59374.26
A002376,C01767,BR004,Current,21-10-2023,Active,97915.41
A002377,C00628,BR006,Savings,20-10-2024,Active,9327.21
A002378,C02276,BR001,Savings,06-02-2022,Active,48033.06
A002379,C01549,BR008,Current,15-02-2025,Active,45394.31
A002380,C01810,BR006,Salary,22-11-2025,Active,44251.77
A002381,C00072,BR005,Salary,13-10-2022,Active,4769.29
A002382,C01550,BR008,Savings,15-01-2022,Active,6270.47
A002383,C02082,BR008,Fixed Deposit,06-03-2022,Active,106306.94
A002384,C02310,BR012,Savings,04-06-2025,Active,15969.77
A002385,C00437,BR008,Savings,23-12-2022,Active,20265.52
A002386,C00097,BR008,Salary,27-08-2023,Active,24397.71
A002387,C02567,BR006,Fixed Deposit,07-05-2023,Active,65882.28
A002388,C00936,BR007,Fixed Deposit,17-03-2023,Inactive,62346.45
A002389,C01419,BR002,Savings,30-08-2022,Active,34998.35
A002390,C01883,BR006,Savings,20-08-2023,Active,6925.28
A002391,C01475,BR008,Salary,12-09-2025,Active,22769.38
A002392,C02832,BR010,Salary,06-06-2023,Active,19846.86
A002393,C02527,BR005,Current,16-03-2025,Active,109154.91
A002394,C01181,BR010,Savings,03-10-2024,Active,266253.91
A002395,C00574,BR009,Current,10-03-2025,Active,348731.93
A002396,C02926,BR015,Savings,16-04-2024,Active,49440.11
A002397,C02125,BR015,Savings,27-06-2023,Closed,42225.44
A002398,C02266,BR003,Current,11-01-2023,Active,59241.02
A002399,C01393,BR011,Savings,14-02-2023,Inactive,29196.54
A002400,C01455,BR015,Salary,10-02-2024,Active,119174.11
A002401,C00546,BR005,Current,14-08-2023,Active,121562.83
A002402,C01288,BR006,Savings,15-08-2023,Active,63521.15
A002403,C01628,BR005,Savings,23-06-2023,Active,10519.56
A002404,C00389,BR009,Fixed Deposit,07-09-2025,Active,208296.01
A002405,C01907,BR006,Current,28-07-2024,Active,170490.59
A002406,C01846,BR007,Fixed Deposit,27-07-2025,Active,243192.34
A002407,C02523,BR006,Savings,18-09-2025,Active,20549.84
A002408,C00158,BR013,Current,20-06-2024,Active,39457.09
A002409,C00678,BR005,Fixed Deposit,14-05-2022,Active,166801.86
A002410,C01288,BR006,Savings,11-11-2025,Active,80617.12
A002411,C02640,BR006,Savings,30-11-2023,Active,77465.96
A002412,C00714,BR003,Fixed Deposit,03-07-2023,Active,110120
A002413,C02917,BR001,Savings,28-08-2023,Active,36694.54
A002414,C02869,BR015,Savings,09-05-2022,Active,26563.39
A002415,C00285,BR008,Fixed Deposit,28-08-2024,Closed,96464.9
A002416,C01090,BR008,Savings,11-03-2022,Active,18031.11
A002417,C00777,BR009,Current,18-11-2024,Active,32345.89
A002418,C01468,BR002,Salary,02-05-2025,Closed,47280.63
A002419,C02774,BR008,Salary,09-09-2023,Active,129625.33
A002420,C01127,BR013,Savings,15-07-2023,Active,30817.43
A002421,C01989,BR005,Savings,10-09-2024,Active,17616.19
A002422,C00412,BR004,Fixed Deposit,10-06-2025,Active,107112.64
A002423,C01711,BR005,Salary,20-05-2022,Active,6380.81
A002424,C01058,BR005,Savings,02-11-2023,Inactive,84946.79
A002425,C02754,BR009,Savings,17-04-2023,Active,10354.65
A002426,C02337,BR002,Current,17-01-2022,Active,94452.38
A002427,C00646,BR005,Savings,13-01-2022,Active,23351.76
A002428,C01864,BR001,Salary,12-02-2024,Active,45976.07
A002429,C01027,BR005,Fixed Deposit,20-01-2025,Inactive,417020.84
A002430,C01313,BR012,Savings,18-05-2024,Inactive,17171.28
A002431,C01388,BR012,Fixed Deposit,30-12-2022,Active,138084.35
A002432,C02462,BR011,Salary,22-10-2023,Active,37405.89
A002433,C00871,BR001,Salary,11-11-2025,Active,127980.36
A002434,C00013,BR001,Fixed Deposit,09-05-2025,Active,54798.88
A002435,C00579,BR010,Savings,25-06-2022,Active,36352.81
A002436,C02480,BR015,Fixed Deposit,29-07-2024,Active,121948.27
A002437,C00891,BR015,Savings,01-07-2024,Active,14900.23
A002438,C00179,BR015,Savings,17-06-2023,Active,40759.61
A002439,C01202,BR004,Current,17-06-2023,Active,25554.44
A002440,C02611,BR008,Savings,16-11-2024,Inactive,107709.8
A002441,C02620,BR008,Salary,27-09-2025,Active,68967.66
A002442,C02843,BR002,Savings,12-04-2023,Active,11360.85
A002443,C02052,BR006,Savings,16-09-2025,Active,27513.72
A002444,C02458,BR007,Current,10-05-2025,Active,45245.41
A002445,C02319,BR001,Savings,18-03-2022,Active,15196.26
A002446,C00059,BR006,Savings,14-02-2023,Active,13984.73
A002447,C01255,BR003,Savings,07-10-2023,Active,23633.49
A002448,C01579,BR001,Fixed Deposit,31-08-2024,Active,155909.17
A002449,C01392,BR003,Salary,28-11-2022,Closed,84514.88
A002450,C02487,BR009,Current,30-08-2023,Active,35209.78
A002451,C02947,BR003,Current,16-05-2022,Active,111184.3
A002452,C01636,BR006,Current,28-05-2022,Active,42308.46
A002453,C00289,BR006,Savings,28-09-2023,Active,65670.31
A002454,C01080,BR011,Savings,08-07-2024,Active,13634.66
A002455,C00594,BR010,Current,23-10-2023,Active,46996.37
A002456,C01413,BR015,Savings,14-07-2023,Active,111146.33
A002457,C00703,BR001,Fixed Deposit,29-12-2023,Active,44263.01
A002458,C00243,BR001,Savings,15-07-2024,Active,8000.18
