Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date.1,Loan_Amount,Interest_Rate,Tenure_Months,Approval_Status,Loan_Status,Estimated_Interest
L001756,C00762,BR015,Auto,29-10-2023,626290.57,9.33,240,Pending,Under Review,1168658.2
L001757,C00925,BR012,Personal,28-12-2025,823171.23,8.74,60,Approved,Active,359725.83
L001758,C00071,BR006,Personal,24-05-2025,51450.18,12.76,240,Approved,Active,131300.86
L001759,C02074,BR002,Business,16-05-2023,2499092.49,9.56,36,Approved,Active,716739.73
L001760,C01748,BR008,Business,22-09-2025,587987.49,10.82,84,Approved,Active,445341.72
L001761,C00498,BR012,Personal,28-08-2024,371814.2,14.34,60,Approved,Active,266590.78
L001762,C01649,BR008,Business,12-12-2024,1150840.82,11.09,36,Approved,Closed,480245.87
L001763,C00119,BR007,Business,12-07-2025,1162302.79,10.01,84,Approved,Defaulted,814425.56
L001764,C01762,BR005,Business,04-03-2024,2123311.59,13.82,84,Approved,Active,2054091.63
L001765,C01452,BR007,Personal,16-05-2023,610477.15,9.57,120,Rejected,Rejected,584226.63
L001766,C02370,BR005,Business,01-10-2024,2197307.84,13.49,48,Approved,Active,1185667.31
L001767,C00205,BR008,Personal,13-07-2024,88195.63,7.45,240,Approved,Active,131411.49
L001768,C00074,BR005,Personal,18-11-2024,273788.04,11.39,240,Approved,Closed,623689.16
L001769,C00062,BR002,Home,24-08-2025,905557.39,11.5,24,Approved,Active,208278.2
L001770,C01883,BR006,Personal,09-08-2023,774697.4,8.18,180,Pending,Under Review,950553.71
L001771,C02568,BR010,Personal,15-10-2023,138634.67,11.95,120,Approved,Active,165668.43
L001772,C00293,BR005,Education,21-05-2025,117211.15,12.42,60,Approved,Active,72788.12
L001773,C00085,BR005,Personal,15-02-2023,731049.82,10.48,84,Approved,Active,536298.15
L001774,C01855,BR005,Business,21-04-2024,2390586.4,10.79,24,Approved,Active,515888.55
L001775,C02200,BR006,Education,14-02-2025,323671.98,12.73,12,Approved,Closed,41203.44
L001776,C00488,BR001,Home,07-01-2023,2807781.48,8.37,36,Approved,Active,705033.93
L001777,C00380,BR011,Business,20-03-2025,1116598.57,13.02,48,Approved,Defaulted,581524.54
L001778,C02792,BR003,Business,06-02-2025,613789.46,7.9,60,Approved,Active,242446.84
L001779,C02207,BR009,Home,30-07-2024,2280865.32,8.49,84,Approved,Closed,1355518.26
L001780,C02701,BR006,Personal,15-08-2025,148176.57,12.67,48,Approved,Active,75095.89
L001781,C01388,BR012,Personal,29-12-2023,851466.29,13.98,24,Approved,Closed,238069.97
L001782,C02973,BR007,Personal,26-04-2023,105413.17,11.5,84,Rejected,Rejected,84857.6
L001783,C01330,BR005,Personal,02-07-2024,732518.83,9.3,240,Approved,Closed,1362485.02
L001784,C01012,BR006,Home,04-09-2023,2319573.05,9.83,48,Rejected,Rejected,912056.12
L001785,C00676,BR009,Auto,04-05-2025,697640.51,13.93,24,Approved,Closed,194362.65
L001786,C01086,BR015,Auto,02-04-2023,693454.27,10.72,24,Approved,Closed,148676.6
L001787,C02801,BR015,Home,12-05-2025,1713772.48,13.79,48,Rejected,Rejected,945316.9
L001788,C02918,BR015,Business,09-02-2025,1170238.59,13.4,60,Approved,Active,784059.86
L001789,C00264,BR002,Auto,03-05-2024,279448.87,9.31,60,Approved,Defaulted,130083.45
L001790,C00560,BR003,Personal,28-03-2024,832800.33,7.93,24,Rejected,Rejected,132082.13
L001791,C01646,BR003,Home,28-11-2023,2199071.83,12.25,120,Pending,Under Review,2693862.99
L001792,C01836,BR005,Personal,28-10-2024,283640.58,11.45,12,Rejected,Rejected,32476.85
L001793,C01943,BR002,Personal,20-07-2023,226525.3,13.39,48,Pending,Under Review,121326.95
L001794,C00525,BR002,Personal,28-01-2024,521539.58,11.61,84,Approved,Closed,423855.22
L001795,C01568,BR004,Personal,22-07-2024,363042.52,11.25,120,Approved,Closed,408422.84
L001796,C00301,BR007,Home,10-06-2024,1206299.21,14.62,48,Approved,Active,705443.78
L001797,C01326,BR006,Personal,27-04-2024,64638.29,14.45,48,Approved,Active,37360.93
L001798,C01150,BR005,Business,20-02-2023,1143690.08,7.28,84,Approved,Active,582824.46
L001799,C02986,BR001,Auto,07-09-2023,840048.06,10.33,84,Approved,Active,607438.75
L001800,C02107,BR002,Education,18-04-2024,695436.14,10.71,24,Approved,Active,148962.42
L001801,C00331,BR008,Home,19-10-2024,744439.71,10.76,180,Approved,Closed,1201525.69
L001802,C01157,BR001,Personal,11-03-2023,247881.41,8.22,180,Pending,Under Review,305637.78
L001803,C01441,BR005,Personal,12-07-2025,503356.12,10.1,48,Rejected,Rejected,203355.87
L001804,C01043,BR015,Home,31-12-2023,897514.88,9.3,180,Approved,Closed,1252033.26
L001805,C02321,BR005,Home,05-05-2025,1630760.94,10.24,36,Approved,Active,500969.76
L001806,C01972,BR007,Home,05-07-2025,2729691.85,14,180,Rejected,Rejected,5732352.89
L001807,C01353,BR002,Business,21-08-2024,809421.87,10.76,48,Rejected,Rejected,348375.17
L001808,C00229,BR012,Home,15-10-2024,1304482.62,13.09,36,Approved,Closed,512270.32
L001809,C00996,BR002,Personal,14-01-2024,255767.29,8.23,120,Approved,Closed,210496.48
L001810,C02781,BR008,Home,18-11-2023,2999570.87,14.71,120,Approved,Closed,4412368.75
L001811,C00012,BR006,Personal,21-01-2024,407396.25,13.51,60,Rejected,Rejected,275196.17
L001812,C02679,BR007,Business,17-07-2024,1252229.34,11.5,36,Approved,Active,432019.12
L001813,C00479,BR013,Auto,09-04-2024,1021521.82,8.03,24,Approved,Active,164056.4
L001814,C00167,BR005,Personal,02-08-2024,670259.04,12.2,60,Approved,Defaulted,408858.01
L001815,C00548,BR005,Personal,15-03-2025,145147.8,8.04,240,Approved,Active,233397.66
L001816,C01032,BR005,Business,18-02-2025,458853.75,12.15,36,Approved,Active,167252.19
L001817,C00346,BR005,Business,19-03-2024,1346505.89,12.7,120,Approved,Active,1710062.48
L001818,C02012,BR003,Auto,26-04-2023,647897.77,13.64,120,Pending,Under Review,883732.56
L001819,C02194,BR003,Home,13-05-2024,1882970.54,14.73,240,Rejected,Rejected,5547231.21
L001820,C00361,BR007,Business,27-10-2025,882264.41,12.32,84,Rejected,Rejected,760864.83
L001821,C00652,BR008,Personal,02-11-2024,514681.1,10.15,84,Approved,Active,365680.92
L001822,C00167,BR005,Auto,16-12-2025,348487.87,14.46,120,Approved,Active,503913.46
L001823,C01244,BR002,Personal,09-10-2024,377690.85,10.46,84,Approved,Active,276545.24
L001824,C02741,BR005,Business,21-12-2023,2132578.88,13.41,180,Approved,Closed,4289682.42
L001825,C02016,BR008,Business,26-10-2023,794680.57,10.02,60,Approved,Active,398134.97
L001826,C02593,BR007,Auto,12-03-2025,266697.98,13.17,120,Pending,Under Review,351241.24
L001827,C01500,BR013,Business,11-10-2025,1055834.17,12.54,60,Approved,Active,662008.02
L001828,C00142,BR008,Home,04-08-2024,1790911.52,9.95,84,Approved,Active,1247369.87
L001829,C00165,BR001,Auto,25-10-2023,471165.02,7.67,240,Approved,Active,722767.14
L001830,C02239,BR015,Personal,03-01-2025,281821.59,7.32,84,Approved,Active,144405.38
L001831,C00447,BR007,Home,14-04-2024,1033670.3,11.36,60,Rejected,Rejected,587124.73
L001832,C01119,BR011,Personal,27-11-2025,863918.46,13.99,60,Approved,Closed,604310.96
L001833,C00923,BR005,Auto,29-10-2025,546435.48,8.21,180,Rejected,Rejected,672935.29
L001834,C02304,BR003,Personal,15-07-2024,886341.94,9.4,12,Approved,Active,83316.14
L001835,C01577,BR005,Business,25-04-2025,984858.28,14.1,84,Rejected,Rejected,972055.12
L001836,C00721,BR003,Personal,07-04-2023,709455.32,12.97,12,Rejected,Rejected,92016.36
L001837,C00888,BR010,Personal,16-05-2023,784577.95,11.86,60,Approved,Active,465254.72
L001838,C00906,BR008,Personal,24-07-2025,306940.23,11.73,240,Approved,Active,720081.78
L001839,C01626,BR013,Personal,29-06-2023,499505.23,10.8,84,Approved,Active,377625.95
L001840,C01390,BR012,Business,25-09-2025,1130704.99,11.82,120,Approved,Active,1336493.3
L001841,C02549,BR008,Home,08-12-2023,2101239.7,7.63,84,Approved,Active,1122272.12
L001842,C02096,BR003,Auto,30-01-2025,823309.97,7.29,120,Rejected,Rejected,600192.97
L001843,C00483,BR011,Business,17-08-2023,2477748.46,10.69,12,Rejected,Rejected,264871.31
L001844,C00919,BR012,Business,01-01-2023,1861111.61,8.29,240,Approved,Active,3085723.05
L001845,C02174,BR001,Personal,20-11-2023,249005.71,11.59,24,Approved,Active,57719.52
L001846,C01500,BR013,Home,22-06-2024,2650839.8,12.78,180,Rejected,Rejected,5081659.9
L001847,C02135,BR005,Personal,15-01-2024,376549.07,13.79,84,Approved,Active,363482.82
L001848,C00180,BR007,Personal,12-08-2025,262404,11.14,120,Rejected,Rejected,292318.06
L001849,C00595,BR005,Auto,08-02-2023,689282.54,11.33,36,Rejected,Rejected,234287.14
L001850,C02840,BR005,Personal,24-11-2024,378888.38,11.22,48,Approved,Active,170045.1
L001851,C02895,BR012,Education,13-11-2023,93439.31,7.32,24,Approved,Closed,13679.51
L001852,C00868,BR005,Education,15-05-2023,646200.43,12.58,12,Approved,Active,81292.01
L001853,C00393,BR005,Personal,08-03-2023,856564.14,10.96,120,Approved,Active,938794.3
L001854,C00731,BR007,Personal,16-08-2025,72939.59,7.94,60,Rejected,Rejected,28957.02
L001855,C01266,BR006,Education,02-11-2023,301515.5,11.3,48,Approved,Active,136285.01
L001856,C02386,BR005,Auto,10-10-2024,1183324.6,12.27,120,Approved,Closed,1451939.28
L001857,C01548,BR006,Home,21-03-2024,2880952.67,11.87,60,Approved,Active,1709845.41
L001858,C02322,BR010,Personal,14-04-2023,275521.21,10.03,48,Approved,Closed,110539.11
L001859,C02333,BR011,Personal,07-06-2023,360507.97,13.68,120,Approved,Active,493174.9
L001860,C00991,BR015,Business,28-02-2024,1577890.32,9.58,240,Rejected,Rejected,3023237.85
L001861,C01647,BR012,Business,17-04-2024,2241149.63,8.65,180,Approved,Closed,2907891.64
L001862,C02732,BR013,Personal,21-08-2023,138436.57,11.46,84,Rejected,Rejected,111053.82
L001863,C01921,BR004,Business,10-11-2023,2304977.92,7.59,36,Approved,Active,524843.47
L001864,C00441,BR005,Home,18-03-2024,1548252.57,8.01,84,Approved,Active,868105.22
L001865,C01288,BR006,Education,17-03-2024,298795,9.94,24,Approved,Defaulted,59400.45
L001866,C01124,BR010,Auto,25-11-2025,1126269.19,7.28,84,Approved,Active,573946.78
L001867,C01644,BR012,Home,12-11-2025,1314418.43,8.28,24,Rejected,Rejected,217667.69
L001868,C00232,BR005,Personal,23-01-2024,337307.87,11.45,48,Approved,Active,154487
L001869,C00746,BR002,Home,07-12-2023,1006157.35,7.78,24,Approved,Active,156558.08
L001870,C02093,BR014,Personal,29-02-2024,483347.52,9.11,48,Approved,Active,176131.84
L001871,C02578,BR006,Home,26-11-2025,2091276.41,11.36,240,Approved,Closed,4751380
L001872,C02708,BR004,Auto,17-12-2025,384295.15,12.13,120,Approved,Active,466150.02
L001873,C01574,BR002,Home,23-10-2023,2729139.2,12.73,60,Pending,Under Review,1737097.1
L001874,C02069,BR012,Home,24-10-2025,1450734.32,7.42,84,Approved,Active,753511.41
L001875,C02167,BR014,Personal,18-10-2024,637819.83,7.72,36,Approved,Active,147719.07
L001876,C02563,BR006,Auto,17-02-2025,997256.11,10.05,24,Approved,Active,200448.48
L001877,C02386,BR005,Auto,27-10-2023,186443.93,10.11,60,Rejected,Rejected,94247.41
L001878,C01900,BR007,Education,20-06-2025,174457.09,12.75,24,Approved,Active,44486.56
L001879,C02395,BR007,Business,13-05-2023,2291496.31,9.55,120,Approved,Active,2188378.98
L001880,C00054,BR005,Education,26-03-2025,301260.88,8.7,36,Approved,Active,78629.09
L001881,C00039,BR007,Business,04-11-2023,1669374.78,11.51,36,Approved,Active,576435.11
L001882,C01531,BR005,Education,12-10-2023,613352.18,9.92,84,Rejected,Rejected,425911.75
L001883,C02805,BR004,Business,05-05-2025,886101.18,7.79,84,Approved,Active,483190.97
L001884,C01037,BR009,Education,10-05-2025,321452.91,13.47,48,Approved,Defaulted,173198.83
L001885,C01109,BR007,Personal,22-07-2025,834398.73,9.32,48,Approved,Closed,311063.85
L001886,C02879,BR014,Personal,03-05-2024,873579.8,7.62,24,Rejected,Rejected,133133.56
L001887,C01235,BR011,Personal,15-02-2025,339215.37,12.19,12,Approved,Closed,41350.35
L001888,C02320,BR010,Personal,19-06-2024,200190.22,8.91,240,Approved,Active,356738.97
L001889,C00557,BR005,Auto,20-10-2023,1134563.46,8.12,36,Approved,Active,276379.66
L001890,C02685,BR005,Education,31-01-2025,163059.09,8.43,36,Approved,Active,41237.64
L001891,C00910,BR006,Personal,10-12-2024,300093.42,14.47,240,Approved,Active,868470.36
L001892,C02011,BR006,Business,17-02-2025,1161128.48,10.01,48,Approved,Active,464915.84
L001893,C01640,BR011,Personal,09-06-2025,641107.36,11.91,84,Rejected,Rejected,534491.21
L001894,C00930,BR005,Home,05-09-2025,777321.24,11.48,84,Pending,Under Review,624655.35
L001895,C01868,BR005,Personal,28-08-2025,339990.91,10.32,36,Rejected,Rejected,105261.19
L001896,C02781,BR008,Education,05-02-2025,479836.32,10.9,60,Approved,Active,261510.79
L001897,C02295,BR010,Home,28-11-2025,1981005.12,8.86,180,Approved,Closed,2632755.8
L001898,C02593,BR007,Auto,03-11-2024,809243.77,8.76,36,Pending,Under Review,212669.26
L001899,C02305,BR001,Education,21-11-2023,288024.04,8.33,36,Rejected,Rejected,71977.21
L001900,C01017,BR001,Personal,26-03-2025,854492.93,11.56,48,Rejected,Rejected,395117.53
L001901,C01230,BR001,Education,26-09-2025,90244.2,9.24,180,Approved,Active,125078.46
L001902,C02769,BR001,Business,15-05-2025,450924.74,9.29,36,Approved,Closed,125672.73
L001903,C01906,BR003,Auto,09-08-2024,143520.94,13.49,240,Rejected,Rejected,387219.5
L001904,C01029,BR002,Personal,01-04-2024,359730.83,11.78,24,Approved,Closed,84752.58
L001905,C01766,BR012,Business,24-02-2025,817344.95,9.58,36,Approved,Active,234904.94
L001906,C02044,BR007,Personal,14-06-2024,152198.66,14.73,240,Approved,Active,448377.25
L001907,C01281,BR005,Personal,08-08-2023,836970.58,13.47,60,Approved,Defaulted,563699.69
L001908,C01977,BR007,Auto,08-08-2024,825046.53,9.02,60,Approved,Defaulted,372095.99
L001909,C02286,BR008,Business,24-03-2024,2021685.11,13.51,240,Rejected,Rejected,5462593.17
L001910,C00709,BR003,Home,25-05-2025,2936655.07,14.7,240,Approved,Closed,8633765.91
L001911,C00158,BR013,Home,27-11-2023,1903165.32,13.78,120,Rejected,Rejected,2622561.81
L001912,C02974,BR009,Auto,15-04-2025,717945.84,8.56,24,Approved,Active,122912.33
L001913,C02788,BR002,Personal,31-05-2024,135030.53,10.44,12,Approved,Active,14097.19
L001914,C02276,BR001,Business,02-06-2024,1633567.1,11.6,36,Approved,Active,568481.35
L001915,C01089,BR006,Auto,22-06-2024,588443.5,11.87,60,Approved,Active,349241.22
L001916,C02653,BR007,Personal,24-04-2025,763645.92,11.06,12,Approved,Active,84459.24
L001917,C01392,BR003,Business,19-07-2023,2311553.02,9.06,120,Approved,Defaulted,2094267.04
L001918,C01111,BR010,Home,30-04-2025,2300347.15,13.26,36,Rejected,Rejected,915078.1
L001919,C02261,BR009,Education,17-05-2024,135820.32,9.03,48,Approved,Active,49058.3
L001920,C02878,BR006,Home,08-02-2025,713238.34,8.72,36,Approved,Active,186583.15
L001921,C02623,BR013,Personal,19-09-2024,717144.88,11.16,84,Approved,Active,560233.58
L001922,C01315,BR008,Education,27-07-2023,535769.07,14.58,12,Pending,Under Review,78115.13
L001923,C00821,BR006,Home,07-08-2023,2917587.9,14.4,180,Approved,Active,6301989.86
L001924,C01014,BR005,Personal,09-12-2023,179074.74,7.67,180,Approved,Active,206025.49
L001925,C01533,BR010,Personal,27-10-2025,474665.74,11.99,240,Rejected,Rejected,1138248.44
L001926,C00976,BR015,Personal,14-12-2024,177454.17,12.13,24,Approved,Active,43050.38
L001927,C01341,BR001,Home,07-05-2025,1737737.2,14.73,24,Rejected,Rejected,511937.38
L001928,C01720,BR001,Home,11-12-2023,1136518.62,11.1,84,Approved,Active,883074.97
L001929,C00180,BR007,Home,07-01-2023,1151724.19,9.99,180,Rejected,Rejected,1725858.7
L001930,C02249,BR008,Personal,02-12-2024,520683.42,14.08,120,Approved,Active,733122.26
L001931,C02548,BR004,Auto,23-11-2024,975898.29,7.8,48,Approved,Closed,304480.27
L001932,C02542,BR008,Auto,22-03-2025,956940.12,8.39,12,Rejected,Rejected,80287.28
L001933,C00613,BR001,Auto,02-04-2024,787545.12,13.44,60,Approved,Defaulted,529230.32
L001934,C01739,BR002,Business,01-07-2025,1536611.88,9.6,36,Approved,Closed,442544.22
L001935,C00274,BR015,Personal,14-07-2024,789001.35,11.99,12,Approved,Closed,94601.26
L001936,C00771,BR002,Home,03-08-2024,1232617.32,10.22,120,Approved,Active,1259734.9
L001937,C02370,BR005,Business,02-05-2024,1982659.16,9.11,84,Approved,Active,1264341.75
L001938,C00088,BR006,Auto,09-06-2024,841315.87,12.44,36,Rejected,Rejected,313979.08
L001939,C01490,BR008,Auto,26-04-2024,330882.77,13.58,120,Approved,Active,449338.8
L001940,C02695,BR015,Auto,09-03-2024,1039638.9,13.52,240,Approved,Active,2811183.59
L001941,C02365,BR001,Business,13-07-2024,1783477.38,11.11,36,Approved,Active,594433.01
L001942,C00213,BR011,Business,21-02-2025,472035.46,7.84,24,Rejected,Rejected,74015.16
L001943,C01563,BR014,Personal,29-09-2023,234987.06,13.81,60,Approved,Active,162258.56
L001944,C00843,BR013,Education,09-03-2025,156513.57,13.53,60,Approved,Active,105881.43
L001945,C00081,BR015,Personal,26-12-2024,352627.27,8.05,84,Approved,Active,198705.47
L001946,C00342,BR009,Home,18-05-2023,2854790.16,12.69,84,Approved,Active,2535910.1
L001947,C00990,BR007,Home,03-03-2025,901304.5,13.2,84,Approved,Closed,832805.36
L001948,C01297,BR012,Auto,22-12-2025,351083.36,13.61,48,Approved,Active,191129.78
L001949,C02573,BR013,Personal,30-06-2024,229138.46,11.09,36,Rejected,Rejected,97269.28
L001950,C02833,BR014,Business,28-07-2024,490904.82,14.41,60,Approved,Closed,353696.92
L001951,C02886,BR014,Education,13-01-2025,557269.49,11.95,12,Approved,Closed,66593.7
L001952,C02603,BR006,Home,01-06-2025,1867651.95,11.85,60,Pending,Under Review,1106583.78
L001953,C00451,BR001,Business,27-09-2024,793584.14,9.38,84,Approved,Active,521067.35
L001954,C01413,BR015,Home,12-08-2023,1667929.31,11.71,84,Rejected,Rejected,1367201.66
L001955,C00855,BR005,Home,19-12-2025,673532.57,12.08,48,Approved,Closed,325450.94
L001956,C02287,BR013,Personal,22-10-2024,185674.96,13.37,48,Approved,Closed,99298.97
L001957,C00612,BR004,Business,25-08-2024,1880144.68,12.24,120,Approved,Closed,2301297.09
L001958,C00681,BR012,Home,11-11-2023,2067082.41,13.25,240,Rejected,Rejected,5477768.39
L001959,C01135,BR004,Home,12-05-2025,2977227.89,9,240,Approved,Active,5359010.2
L001960,C02667,BR007,Auto,07-12-2025,126930.2,12.12,180,Approved,Closed,230759.1
L001961,C02886,BR014,Personal,23-07-2025,868547.65,9.25,12,Pending,Under Review,80340.66
L001962,C00358,BR008,Education,23-09-2025,599791.9,9.6,84,Approved,Active,403060.16
L001963,C00054,BR005,Education,15-10-2024,202565.17,10.15,48,Approved,Active,82241.46
L001964,C01988,BR004,Personal,04-06-2024,465534.77,9.63,60,Rejected,Rejected,224154.99
L001965,C00639,BR013,Personal,20-10-2024,312861.96,8.56,24,Approved,Active,53561.97
L001966,C00131,BR008,Auto,05-03-2023,1124534.78,14.23,120,Approved,Active,1600212.99
L001967,C01675,BR011,Auto,07-01-2024,1078515.36,10.69,120,Approved,Active,1152932.92
L001968,C01243,BR011,Business,28-12-2024,1519245.54,13.85,60,Approved,Active,1052077.54
L001969,C02557,BR014,Auto,27-04-2024,616997.47,11.09,12,Approved,Closed,63982.64
L001970,C00797,BR005,Business,25-06-2025,2181746.73,10.04,84,Approved,Active,1533331.6
L001971,C02398,BR002,Business,27-10-2024,1622220.9,14.49,60,Approved,Closed,1175299.04
L001972,C01958,BR012,Home,12-10-2023,2890617.58,14.62,48,Approved,Active,1690433.16
L001973,C00119,BR007,Personal,17-11-2023,100717.71,8.45,36,Approved,Active,25531.94
L001974,C02965,BR008,Education,02-04-2024,635513.89,7.59,120,Rejected,Rejected,482355.04
L001975,C01130,BR001,Business,27-04-2024,2207563.74,12.62,84,Rejected,Rejected,1950161.81
L001976,C01069,BR009,Personal,19-01-2024,427976.15,9.26,12,Approved,Closed,39630.59
L001977,C00653,BR006,Personal,25-06-2024,325448.73,12.81,48,Approved,Closed,166759.93
L001978,C02732,BR013,Auto,10-06-2024,309470.86,11.04,12,Rejected,Rejected,34165.58
L001979,C02693,BR005,Personal,13-03-2025,509556.69,10.49,120,Approved,Active,534524.97
L001980,C01831,BR010,Auto,24-01-2023,970721.54,10.2,120,Approved,Active,990135.97
L001981,C02108,BR004,Personal,10-08-2024,545033.16,12.72,36,Approved,Closed,207984.65
L001982,C02633,BR014,Auto,21-12-2025,764884.79,13.34,120,Rejected,Rejected,1020356.31
L001983,C01368,BR014,Personal,17-01-2024,186888.71,11.64,36,Approved,Active,65261.54
L001984,C01107,BR015,Education,25-12-2024,327273.47,10.35,24,Rejected,Rejected,67745.61
L001985,C01025,BR011,Personal,15-04-2025,666072.38,10.22,48,Approved,Active,272290.39
L001986,C01546,BR007,Auto,16-07-2025,931708.46,9.4,84,Approved,Active,613064.17
L001987,C01986,BR003,Auto,12-11-2025,895629.75,10.43,60,Approved,Active,467070.91
L001988,C00240,BR005,Personal,30-08-2024,226194.17,12.33,120,Approved,Active,278897.41
L001989,C00782,BR001,Home,20-11-2025,2630696.67,10.24,240,Approved,Active,5387666.78
L001990,C00681,BR012,Home,21-09-2024,989178.61,9.6,48,Approved,Active,379844.59
L001991,C00143,BR006,Business,30-10-2023,1944985.25,13.11,84,Approved,Closed,1784912.96
L001992,C00322,BR011,Business,17-05-2023,1442162.84,13.4,240,Approved,Closed,3864996.41
L001993,C01190,BR008,Auto,03-03-2024,998806.25,10.57,180,Approved,Active,1583607.31
L001994,C01676,BR015,Personal,05-10-2024,810375.38,13.9,36,Pending,Under Review,337926.53
L001995,C02000,BR004,Home,26-01-2024,1649035.27,9.48,48,Approved,Active,625314.17
L001996,C00681,BR012,Auto,01-01-2025,1039603.53,7.77,60,Approved,Closed,403885.97
L001997,C01947,BR007,Home,12-03-2024,583790.73,11.69,36,Approved,Active,204735.41
L001998,C02520,BR005,Home,24-11-2023,1432838.51,11.6,24,Approved,Active,332418.53
L001999,C01907,BR006,Education,01-11-2024,551614.88,8.2,12,Approved,Active,45232.42
L002000,C01578,BR013,Auto,19-10-2023,115158.23,10.9,120,Approved,Active,125522.47
L002001,C00871,BR001,Business,31-01-2025,1935250.22,9.32,84,Approved,Active,1262557.24
L002002,C01161,BR001,Home,07-09-2023,869599.28,12,24,Approved,Active,208703.83
L002003,C01177,BR010,Auto,18-11-2025,650361.52,12.02,180,Rejected,Rejected,1172601.82
L002004,C00168,BR014,Education,28-01-2025,376118.68,11.91,12,Approved,Closed,44795.73
L002005,C02880,BR003,Auto,26-12-2023,207273.51,8.22,48,Approved,Active,68151.53
L002006,C01390,BR012,Personal,08-11-2024,117394.48,8.98,36,Approved,Closed,31626.07
L002007,C00915,BR001,Education,29-04-2024,212279.75,11.13,84,Approved,Active,165387.15
L002008,C01332,BR012,Personal,28-04-2023,445612,9.65,60,Approved,Active,215007.79
L002009,C00677,BR005,Personal,30-08-2023,241938.42,11.18,84,Rejected,Rejected,189341.01
L002010,C00333,BR007,Auto,01-04-2024,166858.76,8.82,120,Rejected,Rejected,147169.43
L002011,C01201,BR009,Home,18-06-2025,1219994.37,10.32,84,Approved,Active,881323.93
L002012,C02614,BR006,Personal,26-07-2025,749849.96,13.21,84,Approved,Closed,693386.26
L002013,C00413,BR001,Education,19-11-2025,194429.14,11.88,48,Pending,Under Review,92392.73
L002014,C00280,BR007,Auto,12-11-2024,163025.39,13.1,48,Approved,Active,85425.3
L002015,C01953,BR001,Home,12-07-2025,2718575.87,13.11,120,Rejected,Rejected,3564052.97
L002016,C00471,BR005,Personal,12-06-2025,644658.89,8.01,12,Approved,Defaulted,51637.18
L002017,C01108,BR015,Personal,12-05-2024,769510.94,9.1,48,Approved,Defaulted,280101.98
L002018,C01269,BR009,Business,28-04-2024,898806.76,11.87,24,Approved,Closed,213376.72
L002019,C01101,BR002,Personal,09-04-2024,567130.68,11.95,180,Approved,Active,1016581.74
L002020,C02627,BR012,Home,03-02-2025,2124711.45,10.7,24,Approved,Active,454688.25
L002021,C00029,BR002,Auto,19-04-2024,1000248.27,14.61,120,Approved,Active,1461362.72
L002022,C00515,BR004,Home,11-01-2024,2668717.23,12.64,120,Approved,Defaulted,3373258.58
L002023,C00377,BR006,Personal,01-02-2025,552047.63,7.94,60,Approved,Active,219162.91
L002024,C01954,BR006,Education,14-05-2024,551546.46,12.86,240,Pending,Under Review,1418577.5
L002025,C01250,BR006,Business,14-11-2025,2256456.28,9.62,120,Approved,Active,2170710.94
L002026,C00544,BR010,Business,27-02-2023,2240961.54,8.46,24,Approved,Active,379170.69
L002027,C00588,BR008,Personal,13-08-2024,792447.43,8.69,48,Approved,Active,275454.73
L002028,C01245,BR015,Home,20-12-2025,1781238.94,13.68,24,Approved,Closed,487346.97
L002029,C00650,BR015,Personal,13-11-2023,626686.14,11.49,12,Approved,Active,72006.24
L002030,C01751,BR013,Business,09-01-2024,1400812.93,10.4,24,Pending,Under Review,291369.09
L002031,C00645,BR015,Auto,08-12-2025,769054.24,11.26,180,Approved,Active,1298932.61
L002032,C00880,BR002,Education,29-05-2025,275358.95,14.46,60,Rejected,Rejected,199084.52
L002033,C01969,BR009,Auto,19-08-2023,766220.66,11.17,48,Approved,Closed,342347.39
L002034,C00577,BR008,Education,14-08-2023,252567.56,8.14,84,Approved,Active,143913
L002035,C00126,BR006,Home,03-10-2025,2062417.52,10.23,24,Approved,Defaulted,421970.62
L002036,C02700,BR005,Business,02-08-2024,1544073.79,8.21,120,Approved,Active,1267684.58
L002037,C02679,BR007,Education,20-10-2025,233563.95,9.52,48,Approved,Closed,88941.15
L002038,C01836,BR005,Auto,25-11-2024,1158397.04,14.07,24,Rejected,Rejected,325972.93
L002039,C01342,BR006,Personal,26-04-2023,221627.85,10.23,48,Approved,Active,90690.12
L002040,C01236,BR007,Education,12-10-2025,516907.82,13.9,12,Approved,Active,71850.19
L002041,C00391,BR013,Business,30-01-2025,350590.75,11.09,24,Approved,Closed,77761.03
L002042,C00890,BR013,Personal,01-11-2023,316630.66,8.29,36,Rejected,Rejected,78746.05
L002043,C00258,BR004,Business,26-11-2025,542340.15,7.75,48,Approved,Active,168125.45
L002044,C02942,BR005,Personal,30-09-2024,610858.88,9.97,12,Approved,Active,60902.63
L002045,C01649,BR008,Home,13-11-2025,2565617.71,11.28,60,Approved,Active,1447008.39
L002046,C01344,BR003,Personal,16-09-2024,128497.05,11.06,240,Approved,Active,284235.47
L002047,C01349,BR014,Personal,15-08-2025,692920.54,11.57,60,Rejected,Rejected,400854.53
L002048,C01642,BR013,Personal,04-04-2025,768286.77,12.16,120,Approved,Active,934236.71
L002049,C01992,BR006,Auto,12-12-2023,807904.5,13.59,240,Approved,Active,2195884.43
L002050,C02999,BR010,Business,10-12-2023,782485.68,11.45,240,Approved,Active,1791892.21
