Transaction_ID,Account_ID,Customer_ID,Branch_ID,Transaction_Date.1,Transaction_Type,Channel,Amount,Transaction_Status
T0013222,A001401,C01876,BR003,05-05-2023,Transfer,ATM,11515.31,Completed
T0013223,A002052,C01908,BR009,14-09-2023,Transfer,UPI,46987.82,Completed
T0013224,A001299,C00175,BR012,11-08-2023,Transfer,UPI,13007.06,Completed
T0013225,A001904,C02366,BR010,15-04-2025,Deposit,Net Banking,1423.39,Completed
T0013226,A000263,C01578,BR013,28-07-2025,Transfer,UPI,9488.76,Completed
T0013227,A001598,C00435,BR006,11-07-2025,Deposit,Net Banking,10853.58,Completed
T0013228,A003445,C02620,BR008,02-10-2023,Deposit,Net Banking,2181.72,Completed
T0013229,A001841,C01587,BR006,12-08-2024,Withdrawal,UPI,1033.46,Completed
T0013230,A001930,C02600,BR005,18-08-2024,Transfer,Mobile App,1408.49,Completed
T0013231,A002530,C01253,BR005,23-11-2025,Withdrawal,UPI,10662.44,Completed
T0013232,A001651,C00492,BR005,26-12-2025,Withdrawal,UPI,6528.82,Completed
T0013233,A001771,C02908,BR008,15-12-2023,Transfer,Mobile App,21470.39,Completed
T0013234,A001032,C00459,BR003,30-12-2025,Transfer,UPI,30700.47,Completed
T0013235,A003184,C02640,BR006,03-09-2025,Transfer,Net Banking,17290.7,Completed
T0013236,A002332,C01754,BR010,25-08-2023,Withdrawal,Net Banking,18406.41,Completed
T0013237,A000070,C00237,BR008,15-03-2025,Deposit,UPI,26137.84,Pending
T0013238,A002351,C00280,BR007,16-11-2025,Withdrawal,UPI,12343.43,Completed
T0013239,A001514,C02481,BR012,06-10-2023,Withdrawal,ATM,13026.65,Completed
T0013240,A000010,C01001,BR007,05-12-2023,Withdrawal,ATM,1181.39,Completed
T0013241,A002133,C00649,BR008,25-08-2025,Transfer,Net Banking,4710.48,Completed
T0013242,A000360,C00933,BR013,01-07-2025,Transfer,Debit Card,2872.03,Completed
T0013243,A000810,C01068,BR005,11-06-2025,Deposit,Net Banking,28497.33,Completed
T0013244,A002575,C02903,BR008,16-09-2023,Withdrawal,UPI,3156.83,Completed
T0013245,A002160,C02642,BR007,12-10-2023,Withdrawal,Branch,3075.12,Completed
T0013246,A001193,C01905,BR010,12-02-2023,Withdrawal,Net Banking,5921.93,Completed
T0013247,A003644,C02574,BR004,07-03-2025,Withdrawal,Net Banking,36253.48,Completed
T0013248,A004132,C00070,BR006,30-05-2025,Withdrawal,Debit Card,45691.62,Completed
T0013249,A000394,C02012,BR003,11-06-2025,Withdrawal,Mobile App,7319.59,Completed
T0013250,A001045,C02926,BR015,14-05-2024,Withdrawal,ATM,12493.03,Completed
T0013251,A000019,C00515,BR004,04-04-2023,Transfer,Branch,7907.86,Completed
T0013252,A000639,C00769,BR006,16-12-2025,Deposit,Debit Card,14744.39,Completed
T0013253,A001531,C00802,BR012,04-08-2025,Deposit,UPI,1208.99,Completed
T0013254,A000188,C02502,BR013,23-01-2024,Withdrawal,Net Banking,26966.05,Completed
T0013255,A003855,C01754,BR010,08-03-2025,Deposit,Mobile App,8269.16,Failed
T0013256,A002884,C02760,BR008,06-02-2024,Withdrawal,Debit Card,4906.67,Completed
T0013257,A000349,C00813,BR008,24-07-2025,Deposit,UPI,4656.45,Completed
T0013258,A001221,C02585,BR005,12-09-2024,Withdrawal,ATM,12310.51,Completed
T0013259,A003001,C01945,BR012,31-12-2025,Deposit,ATM,34931.31,Pending
T0013260,A001151,C02779,BR007,21-05-2025,Withdrawal,Mobile App,32237.39,Completed
T0013261,A001998,C01533,BR010,12-12-2024,Withdrawal,ATM,4172.97,Completed
T0013262,A000464,C01557,BR012,23-01-2023,Deposit,UPI,16966.81,Completed
T0013263,A003628,C02760,BR008,25-04-2024,Deposit,Branch,3787.58,Completed
T0013264,A000221,C01067,BR006,26-11-2024,Transfer,Mobile App,4240.87,Completed
T0013265,A000405,C00628,BR006,03-07-2024,Deposit,Net Banking,7475.78,Completed
T0013266,A000968,C02265,BR010,24-09-2023,Transfer,UPI,13054.22,Completed
T0013267,A001535,C02976,BR015,19-10-2024,Transfer,Debit Card,14028.48,Completed
T0013268,A001666,C00002,BR011,03-09-2023,Deposit,UPI,10430.8,Completed
T0013269,A002905,C02162,BR007,13-11-2025,Withdrawal,UPI,2003.36,Completed
T0013270,A002781,C02356,BR003,07-04-2023,Deposit,Debit Card,15178.43,Completed
T0013271,A000017,C00189,BR008,22-10-2023,Deposit,Branch,70362.09,Pending
T0013272,A000426,C02279,BR010,10-01-2023,Withdrawal,Debit Card,15508.6,Completed
T0013273,A001335,C01903,BR002,21-08-2023,Withdrawal,Branch,27405.08,Completed
T0013274,A001538,C02738,BR009,29-11-2023,Transfer,Branch,16420.15,Completed
T0013275,A003245,C00656,BR002,01-11-2025,Withdrawal,ATM,20007.69,Completed
T0013276,A004169,C01377,BR006,09-12-2024,Withdrawal,UPI,2106.47,Completed
T0013277,A001056,C02640,BR006,12-06-2023,Withdrawal,UPI,3769.44,Completed
T0013278,A002861,C02944,BR005,13-04-2024,Deposit,UPI,28078.75,Completed
T0013279,A001154,C00038,BR009,17-06-2023,Deposit,UPI,20232.23,Completed
T0013280,A004197,C00369,BR002,08-05-2023,Withdrawal,Debit Card,6314.53,Completed
T0013281,A002616,C01766,BR012,08-10-2024,Withdrawal,Net Banking,10450.45,Completed
T0013282,A000334,C02293,BR005,22-06-2024,Transfer,Net Banking,22257.34,Completed
T0013283,A000393,C02883,BR009,13-07-2023,Transfer,ATM,11752.35,Completed
T0013284,A001701,C00340,BR001,21-06-2025,Withdrawal,Branch,23121.78,Completed
T0013285,A001865,C00736,BR002,03-12-2025,Deposit,UPI,6131.11,Completed
T0013286,A000967,C00681,BR012,05-07-2025,Deposit,UPI,25704.43,Completed
T0013287,A000338,C02992,BR005,25-08-2025,Withdrawal,Mobile App,11834.07,Failed
T0013288,A003955,C01683,BR015,29-09-2024,Withdrawal,UPI,3314.75,Completed
T0013289,A002885,C01103,BR008,10-09-2023,Deposit,UPI,60022.59,Completed
T0013290,A003803,C01731,BR011,27-08-2024,Withdrawal,UPI,67330.46,Completed
T0013291,A001205,C01468,BR002,25-07-2023,Transfer,UPI,5064.67,Completed
T0013292,A002390,C01883,BR006,05-02-2024,Deposit,Branch,5860.45,Completed
T0013293,A002672,C00153,BR002,12-03-2024,Deposit,Debit Card,17513.05,Pending
T0013294,A001290,C02007,BR008,19-06-2024,Withdrawal,Net Banking,7470.56,Completed
T0013295,A002706,C02002,BR006,13-06-2025,Transfer,ATM,8330.49,Completed
T0013296,A002289,C00909,BR006,25-04-2025,Deposit,UPI,33890.34,Completed
T0013297,A003600,C01168,BR006,12-01-2025,Transfer,UPI,2548.28,Completed
T0013298,A003659,C02266,BR003,19-04-2024,Deposit,Net Banking,4762.77,Completed
T0013299,A003899,C00762,BR015,08-02-2023,Deposit,Branch,8550.16,Completed
T0013300,A002411,C02640,BR006,10-07-2025,Deposit,Mobile App,9762.08,Completed
T0013301,A000234,C03000,BR007,04-08-2023,Transfer,Net Banking,35906.61,Completed
T0013302,A003215,C02172,BR008,03-11-2024,Deposit,ATM,22862.84,Completed
T0013303,A001734,C00072,BR005,09-06-2023,Deposit,UPI,4392.25,Completed
T0013304,A002889,C01489,BR001,22-03-2024,Withdrawal,Branch,12771.96,Completed
T0013305,A002802,C02453,BR002,29-06-2023,Transfer,UPI,4704.46,Completed
T0013306,A000410,C01801,BR008,08-10-2025,Deposit,Net Banking,35224.11,Completed
T0013307,A000805,C01414,BR002,18-03-2024,Transfer,Mobile App,5877.35,Completed
T0013308,A003184,C02640,BR006,30-08-2025,Transfer,Mobile App,3195.5,Completed
T0013309,A002334,C00182,BR002,28-04-2024,Deposit,Net Banking,25569.81,Completed
T0013310,A000877,C00031,BR009,12-03-2024,Deposit,ATM,1387.05,Completed
T0013311,A003579,C02195,BR014,19-02-2024,Deposit,UPI,4936.17,Completed
T0013312,A003657,C02663,BR010,23-03-2025,Withdrawal,ATM,651.93,Completed
T0013313,A000936,C01361,BR015,26-04-2025,Deposit,ATM,14498.19,Completed
T0013314,A001301,C01519,BR005,15-10-2025,Withdrawal,Net Banking,3339.56,Completed
T0013315,A000814,C02942,BR005,03-03-2023,Transfer,UPI,31266.99,Completed
T0013316,A002370,C00854,BR006,07-10-2024,Withdrawal,UPI,26292.07,Completed
T0013317,A003226,C02751,BR002,26-09-2023,Deposit,Mobile App,4916.75,Completed
T0013318,A001201,C01804,BR007,24-10-2025,Deposit,UPI,76626.74,Completed
T0013319,A000077,C01813,BR002,10-10-2023,Withdrawal,Net Banking,3403.56,Completed
T0013320,A000036,C02717,BR008,29-03-2023,Withdrawal,UPI,2854.76,Completed
T0013321,A001106,C00405,BR012,02-02-2024,Deposit,UPI,5030.86,Completed
T0013322,A003277,C02830,BR011,25-10-2025,Withdrawal,Net Banking,9849.6,Completed
T0013323,A001522,C02590,BR007,12-10-2024,Deposit,ATM,17503.25,Completed
T0013324,A003003,C00889,BR012,17-01-2025,Deposit,UPI,41180.27,Completed
T0013325,A003809,C01282,BR012,16-10-2024,Withdrawal,Net Banking,9822.68,Completed
T0013326,A003880,C02879,BR014,23-06-2023,Withdrawal,UPI,6104.77,Completed
T0013327,A001304,C00648,BR002,22-09-2025,Deposit,UPI,8044.06,Completed
T0013328,A002405,C01907,BR006,12-05-2023,Withdrawal,Net Banking,17673.56,Pending
T0013329,A003060,C00314,BR001,05-12-2023,Deposit,ATM,3212.88,Completed
T0013330,A000791,C02480,BR015,11-03-2025,Deposit,Net Banking,4370.22,Completed
T0013331,A002923,C00918,BR005,12-10-2025,Withdrawal,ATM,55717.76,Completed
T0013332,A000718,C02693,BR005,01-10-2023,Withdrawal,ATM,3776.71,Completed
T0013333,A002374,C02622,BR005,21-11-2025,Withdrawal,ATM,2514.97,Pending
T0013334,A001636,C01757,BR006,07-02-2023,Deposit,Net Banking,45572.66,Completed
T0013335,A001609,C00774,BR003,06-07-2024,Deposit,ATM,12844.24,Completed
T0013336,A001389,C00827,BR015,09-08-2023,Transfer,Debit Card,29597.14,Completed
T0013337,A002055,C01613,BR006,21-08-2025,Deposit,Net Banking,1807.42,Completed
T0013338,A001714,C00733,BR005,26-04-2023,Deposit,ATM,37379.26,Completed
T0013339,A001096,C00056,BR008,26-09-2024,Withdrawal,UPI,250.64,Completed
T0013340,A000945,C02385,BR005,06-07-2023,Deposit,Branch,8189.4,Completed
T0013341,A002047,C00723,BR007,26-04-2023,Withdrawal,Debit Card,47563.08,Completed
T0013342,A004153,C02636,BR001,02-08-2024,Withdrawal,Mobile App,32623.91,Completed
T0013343,A002734,C00733,BR005,31-10-2023,Withdrawal,ATM,20328.51,Completed
T0013344,A000360,C00933,BR013,07-08-2024,Deposit,Net Banking,43746.79,Completed
T0013345,A000304,C00787,BR015,18-11-2023,Withdrawal,Net Banking,7612.58,Completed
T0013346,A003105,C00961,BR006,06-05-2024,Withdrawal,ATM,2601.21,Completed
T0013347,A002294,C02219,BR004,21-08-2023,Deposit,UPI,5373.27,Completed
T0013348,A002385,C00437,BR008,29-03-2025,Deposit,Debit Card,2323.01,Completed
T0013349,A001563,C00110,BR008,19-09-2025,Deposit,ATM,6766.23,Completed
T0013350,A002334,C00182,BR002,18-01-2023,Withdrawal,Mobile App,1998.58,Completed
T0013351,A002460,C01489,BR001,05-04-2024,Withdrawal,Debit Card,20836.43,Completed
T0013352,A002577,C02559,BR012,01-09-2025,Withdrawal,UPI,1337.59,Completed
T0013353,A003962,C02228,BR007,28-10-2025,Deposit,Debit Card,5679.39,Completed
T0013354,A003797,C01218,BR012,20-12-2025,Transfer,UPI,4309.06,Completed
T0013355,A003509,C01615,BR014,24-03-2023,Withdrawal,ATM,5942.65,Completed
T0013356,A002836,C02022,BR015,01-11-2025,Deposit,Net Banking,6669.89,Completed
T0013357,A002881,C02429,BR010,28-03-2023,Deposit,UPI,40614.11,Completed
T0013358,A001138,C01178,BR008,18-10-2023,Transfer,Mobile App,5506.69,Completed
T0013359,A003628,C02760,BR008,29-05-2024,Deposit,UPI,2713.58,Completed
T0013360,A001131,C00531,BR013,20-08-2025,Deposit,Mobile App,13207.92,Completed
T0013361,A000520,C00439,BR002,23-04-2024,Withdrawal,UPI,7649.76,Completed
T0013362,A003479,C00850,BR015,23-03-2025,Transfer,ATM,7344.53,Completed
T0013363,A001736,C02773,BR008,14-09-2024,Withdrawal,UPI,6032.45,Completed
T0013364,A002008,C00844,BR012,14-06-2024,Deposit,Debit Card,5883.43,Completed
T0013365,A002648,C02632,BR006,03-05-2023,Withdrawal,Mobile App,9571.1,Completed
T0013366,A002961,C00699,BR006,19-12-2025,Deposit,ATM,3865.93,Completed
T0013367,A000335,C00332,BR006,13-04-2023,Transfer,Net Banking,17796.91,Completed
T0013368,A001579,C02359,BR005,06-09-2023,Transfer,Mobile App,91116.25,Completed
T0013369,A003300,C00043,BR008,25-07-2025,Transfer,ATM,4483.8,Completed
T0013370,A003101,C00972,BR014,02-10-2024,Deposit,Debit Card,7517.01,Completed
T0013371,A002643,C01735,BR015,14-12-2023,Transfer,UPI,14115.06,Completed
T0013372,A001782,C01981,BR009,22-08-2023,Withdrawal,UPI,19546.57,Completed
T0013373,A001491,C00700,BR001,13-06-2023,Deposit,Net Banking,14679.32,Completed
T0013374,A002072,C02425,BR006,08-10-2023,Withdrawal,ATM,3268.95,Completed
T0013375,A000763,C01638,BR004,28-05-2025,Transfer,UPI,1585.24,Completed
T0013376,A003900,C02156,BR005,30-06-2025,Deposit,UPI,1932.95,Completed
T0013377,A000794,C01417,BR015,11-01-2025,Withdrawal,UPI,17984.2,Completed
T0013378,A002079,C02159,BR015,28-11-2024,Deposit,UPI,5591.9,Completed
T0013379,A003180,C02471,BR014,13-11-2023,Withdrawal,Debit Card,4196.06,Completed
T0013380,A000945,C02385,BR005,21-02-2025,Withdrawal,Mobile App,5755,Completed
T0013381,A004151,C00802,BR012,03-11-2025,Deposit,UPI,14950.87,Completed
T0013382,A002232,C01423,BR008,27-01-2024,Deposit,ATM,42433.47,Completed
T0013383,A000664,C02579,BR009,01-09-2024,Withdrawal,ATM,4202.77,Completed
T0013384,A000036,C02717,BR008,08-10-2025,Deposit,Debit Card,2949.32,Completed
T0013385,A001309,C00880,BR002,13-06-2023,Deposit,Mobile App,11980.6,Completed
T0013386,A001172,C01622,BR003,14-05-2024,Transfer,UPI,11601.69,Completed
T0013387,A000209,C02600,BR005,18-02-2025,Transfer,ATM,5030.06,Completed
T0013388,A002538,C01571,BR006,26-12-2023,Withdrawal,Debit Card,17078.49,Completed
T0013389,A002172,C02565,BR001,05-04-2023,Deposit,Debit Card,11984.28,Completed
T0013390,A000298,C02886,BR014,24-07-2023,Deposit,Branch,3137.66,Completed
T0013391,A003486,C00448,BR006,26-08-2025,Deposit,Net Banking,6746.69,Completed
T0013392,A001913,C02585,BR005,17-10-2023,Transfer,UPI,25336.2,Completed
T0013393,A002474,C01669,BR013,11-08-2025,Withdrawal,Debit Card,22126.58,Completed
T0013394,A002516,C01801,BR008,14-05-2025,Deposit,ATM,10385.54,Completed
T0013395,A003520,C01068,BR005,16-11-2024,Transfer,Branch,106692.58,Completed
T0013396,A000952,C02573,BR013,01-01-2024,Withdrawal,Branch,12010.54,Completed
T0013397,A000176,C01548,BR006,02-04-2024,Deposit,Mobile App,11810.67,Completed
T0013398,A000915,C00071,BR006,19-12-2023,Deposit,UPI,6323.74,Completed
T0013399,A002860,C02659,BR012,19-02-2024,Deposit,ATM,7083.1,Completed
T0013400,A002809,C02826,BR010,29-02-2024,Withdrawal,Net Banking,14056.52,Completed
T0013401,A001305,C02905,BR008,07-03-2024,Deposit,UPI,4649.63,Completed
T0013402,A004092,C01165,BR015,25-12-2023,Deposit,Mobile App,17422.99,Completed
T0013403,A002901,C02196,BR014,05-03-2024,Transfer,ATM,17736.13,Completed
T0013404,A001291,C02834,BR009,26-07-2024,Withdrawal,Branch,2077.5,Completed
T0013405,A004135,C01981,BR009,01-08-2024,Transfer,UPI,1898.84,Completed
T0013406,A000873,C00486,BR007,07-12-2025,Deposit,Net Banking,6379.71,Completed
T0013407,A000128,C01732,BR005,04-07-2023,Transfer,UPI,49988.01,Completed
T0013408,A004133,C00166,BR010,05-11-2025,Withdrawal,Debit Card,54402.12,Completed
T0013409,A001838,C02295,BR010,17-07-2025,Deposit,ATM,200,Failed
T0013410,A003506,C00422,BR005,20-10-2025,Transfer,Net Banking,10852.02,Completed
T0013411,A003606,C00902,BR003,28-05-2025,Deposit,Net Banking,8781.68,Completed
T0013412,A003932,C00336,BR007,23-10-2024,Transfer,UPI,3291.46,Completed
T0013413,A003191,C00108,BR003,12-04-2024,Withdrawal,UPI,7238.6,Completed
T0013414,A000194,C02084,BR010,15-12-2025,Withdrawal,Net Banking,4306.01,Completed
T0013415,A002289,C00909,BR006,27-06-2025,Transfer,ATM,6819.02,Completed
T0013416,A003922,C00118,BR007,05-02-2024,Deposit,ATM,7139.03,Completed
T0013417,A003214,C00056,BR008,10-11-2023,Withdrawal,Mobile App,2807.55,Completed
T0013418,A003521,C02341,BR013,06-08-2023,Withdrawal,UPI,6729.58,Completed
T0013419,A003306,C00481,BR007,23-01-2025,Deposit,UPI,6511.51,Completed
T0013420,A001259,C01792,BR012,19-09-2025,Deposit,ATM,16883.43,Completed
T0013421,A003259,C02188,BR015,25-08-2025,Deposit,UPI,10080.3,Completed
T0013422,A002622,C00443,BR009,16-06-2025,Deposit,Net Banking,18678.26,Completed
T0013423,A002438,C00179,BR015,18-07-2025,Withdrawal,Debit Card,13631.94,Completed
T0013424,A000724,C02888,BR009,02-03-2024,Transfer,Branch,34181.46,Completed
T0013425,A000456,C01617,BR010,30-05-2025,Withdrawal,Net Banking,6275.02,Completed
T0013426,A001755,C01841,BR007,21-09-2023,Withdrawal,Mobile App,21323.87,Completed
T0013427,A001039,C02904,BR009,06-09-2024,Withdrawal,UPI,9164.84,Completed
T0013428,A002531,C00493,BR001,10-02-2024,Deposit,Mobile App,39105.82,Completed
T0013429,A001324,C02871,BR008,02-10-2023,Withdrawal,ATM,12257.96,Completed
T0013430,A000464,C01557,BR012,18-04-2024,Transfer,Net Banking,3264.92,Completed
T0013431,A000144,C00741,BR002,10-04-2025,Deposit,UPI,8005.46,Completed
T0013432,A004060,C00434,BR015,03-07-2025,Deposit,ATM,6973.86,Completed
T0013433,A000454,C02593,BR007,15-10-2024,Withdrawal,Net Banking,3740.81,Completed
T0013434,A003903,C02872,BR015,02-03-2024,Withdrawal,UPI,5326.72,Completed
T0013435,A002354,C02309,BR006,25-11-2024,Deposit,ATM,1050.26,Completed
T0013436,A003643,C01380,BR015,11-06-2024,Deposit,UPI,4714.16,Completed
T0013437,A003826,C01575,BR001,13-01-2024,Deposit,UPI,16823.32,Completed
T0013438,A000540,C00394,BR003,21-07-2023,Deposit,Net Banking,14829.86,Completed
T0013439,A002275,C02142,BR012,14-05-2024,Deposit,Mobile App,5087.12,Completed
T0013440,A002811,C00695,BR004,13-03-2025,Withdrawal,Net Banking,12252.38,Completed
T0013441,A002651,C01696,BR009,20-09-2024,Transfer,UPI,30206.64,Completed
T0013442,A003740,C02076,BR003,18-11-2024,Withdrawal,Net Banking,4072.65,Completed
T0013443,A000708,C01440,BR002,07-04-2025,Deposit,UPI,1978.85,Completed
T0013444,A000579,C02641,BR005,11-06-2023,Deposit,Net Banking,8674.11,Completed
T0013445,A003505,C01318,BR003,29-06-2025,Transfer,UPI,32389.89,Completed
T0013446,A002719,C01858,BR007,06-11-2023,Deposit,ATM,30460.33,Pending
T0013447,A003858,C01068,BR005,28-10-2023,Transfer,Net Banking,6995.68,Completed
T0013448,A000858,C01629,BR005,07-12-2023,Withdrawal,UPI,17898.64,Completed
T0013449,A000238,C02057,BR001,02-05-2025,Deposit,Branch,8334.76,Completed
T0013450,A002898,C02652,BR008,04-11-2024,Deposit,ATM,61744.85,Completed
T0013451,A003183,C02345,BR006,01-03-2023,Withdrawal,ATM,14710.76,Completed
T0013452,A002720,C02128,BR009,24-01-2023,Deposit,Branch,1805.42,Completed
T0013453,A000204,C02773,BR008,16-01-2025,Transfer,ATM,5757.41,Completed
T0013454,A003661,C00372,BR004,01-10-2024,Deposit,UPI,9169.4,Completed
T0013455,A001063,C01520,BR005,10-01-2024,Deposit,UPI,3219.31,Completed
T0013456,A002041,C02360,BR003,09-10-2023,Deposit,Mobile App,10839.29,Completed
T0013457,A000097,C02936,BR005,28-03-2025,Withdrawal,Branch,5118.05,Completed
T0013458,A003188,C01786,BR006,23-09-2025,Transfer,Net Banking,16392.79,Completed
T0013459,A003431,C01400,BR006,13-08-2025,Transfer,Debit Card,3087.68,Completed
T0013460,A000806,C02316,BR008,20-06-2025,Deposit,Mobile App,6526.16,Completed
T0013461,A000329,C02676,BR006,05-02-2023,Withdrawal,Net Banking,28503.99,Completed
T0013462,A002700,C02923,BR006,05-09-2024,Transfer,Debit Card,9369.61,Completed
T0013463,A002329,C02122,BR005,04-11-2023,Withdrawal,UPI,10701.3,Completed
T0013464,A003683,C01771,BR009,23-11-2023,Deposit,ATM,3303.21,Completed
T0013465,A001233,C02624,BR010,20-08-2025,Transfer,ATM,6231,Completed
T0013466,A003037,C00121,BR008,17-10-2023,Withdrawal,ATM,4983.26,Completed
T0013467,A003561,C01033,BR009,06-01-2025,Deposit,ATM,7418.04,Completed
T0013468,A003691,C00195,BR002,06-03-2023,Deposit,ATM,88710.85,Completed
T0013469,A000356,C00120,BR014,10-03-2025,Transfer,Net Banking,17155.05,Completed
T0013470,A002646,C01565,BR008,23-02-2024,Transfer,UPI,11404.99,Completed
T0013471,A001449,C02353,BR003,02-05-2023,Transfer,ATM,5638.23,Completed
T0013472,A002316,C01148,BR006,12-06-2023,Deposit,Branch,4980.67,Pending
T0013473,A002817,C02661,BR008,06-02-2024,Deposit,Net Banking,9642.13,Completed
T0013474,A003844,C02258,BR006,19-11-2024,Deposit,ATM,15244.81,Completed
T0013475,A001972,C02763,BR009,28-06-2025,Deposit,UPI,9511.09,Completed
T0013476,A001359,C00694,BR008,02-08-2025,Deposit,ATM,4385.6,Completed
T0013477,A000806,C02316,BR008,16-06-2025,Withdrawal,Branch,9876.05,Completed
T0013478,A003144,C01588,BR005,27-03-2023,Transfer,Net Banking,17644.08,Completed
T0013479,A001430,C02530,BR009,22-05-2025,Deposit,UPI,29123.65,Completed
T0013480,A002911,C02850,BR004,07-09-2025,Deposit,ATM,25623.33,Completed
T0013481,A001124,C02769,BR001,31-10-2024,Deposit,ATM,5686.04,Completed
T0013482,A003420,C02826,BR010,18-03-2024,Withdrawal,UPI,606.83,Completed
T0013483,A002805,C01266,BR006,04-07-2025,Withdrawal,UPI,2553.12,Completed
T0013484,A002091,C00738,BR010,01-02-2023,Withdrawal,UPI,2474.13,Completed
T0013485,A004154,C01562,BR008,11-01-2023,Transfer,Mobile App,10211.14,Completed
T0013486,A002074,C01727,BR006,02-04-2023,Deposit,Branch,3040.9,Failed
T0013487,A002271,C02454,BR002,09-02-2025,Withdrawal,UPI,4165.87,Completed
T0013488,A000144,C00741,BR002,01-01-2023,Withdrawal,Mobile App,5845.26,Completed
T0013489,A002722,C00515,BR004,13-04-2023,Transfer,Branch,200238.89,Completed
T0013490,A003912,C01727,BR006,10-10-2024,Deposit,Branch,40458.23,Failed
T0013491,A002445,C02319,BR001,03-10-2024,Deposit,Mobile App,5830.29,Completed
T0013492,A001627,C01116,BR002,23-10-2023,Withdrawal,ATM,53486.61,Completed
T0013493,A002717,C00964,BR005,12-07-2025,Withdrawal,Net Banking,9654.67,Completed
T0013494,A002319,C02974,BR009,28-05-2024,Deposit,Branch,4070.27,Completed
T0013495,A000891,C01046,BR001,06-11-2024,Withdrawal,Mobile App,13243.27,Completed
T0013496,A000833,C00480,BR014,10-03-2025,Deposit,Debit Card,3286.47,Completed
T0013497,A003769,C00079,BR009,26-01-2025,Deposit,Branch,1194.78,Completed
T0013498,A002589,C00842,BR004,04-04-2024,Transfer,Debit Card,1063.7,Completed
T0013499,A003725,C01881,BR001,11-09-2024,Deposit,ATM,26065.53,Completed
T0013500,A001454,C00599,BR007,04-08-2023,Deposit,Net Banking,7291.38,Pending
T0013501,A004014,C02721,BR010,30-12-2024,Deposit,Debit Card,2851.09,Completed
T0013502,A002458,C00243,BR001,07-07-2025,Withdrawal,UPI,12192.76,Completed
T0013503,A003640,C00688,BR015,08-01-2025,Withdrawal,Debit Card,1914.3,Completed
T0013504,A003089,C02658,BR011,15-08-2023,Deposit,Net Banking,2847.69,Completed
T0013505,A003897,C02897,BR009,02-12-2025,Deposit,Branch,13209.18,Completed
T0013506,A002562,C01344,BR003,05-03-2025,Deposit,Debit Card,55637.24,Completed
T0013507,A003236,C00067,BR007,04-11-2025,Withdrawal,ATM,2215.93,Completed
T0013508,A000129,C02450,BR010,23-01-2025,Deposit,UPI,2794.49,Completed
T0013509,A002252,C01773,BR005,25-12-2024,Withdrawal,Mobile App,6995.48,Completed
T0013510,A003386,C01221,BR001,28-05-2025,Deposit,Mobile App,15972.17,Completed
T0013511,A003437,C02532,BR005,21-07-2025,Withdrawal,ATM,11624.09,Completed
T0013512,A002356,C02947,BR003,03-05-2024,Transfer,UPI,5332.25,Completed
T0013513,A003970,C00397,BR013,03-12-2024,Withdrawal,ATM,7254.38,Completed
T0013514,A001002,C01074,BR002,15-10-2025,Deposit,UPI,10541.34,Completed
T0013515,A003337,C00539,BR005,03-05-2025,Deposit,UPI,48409.17,Completed
T0013516,A001360,C00974,BR008,13-05-2023,Withdrawal,Net Banking,20529.87,Completed
T0013517,A001087,C01116,BR002,23-09-2025,Deposit,UPI,3690.41,Completed
T0013518,A003407,C01458,BR006,11-08-2024,Deposit,Net Banking,1854.03,Completed
T0013519,A003389,C01848,BR005,13-07-2023,Withdrawal,Net Banking,16138.8,Failed
T0013520,A003933,C00653,BR006,13-02-2025,Deposit,Net Banking,2380.11,Completed
T0013521,A001799,C02827,BR006,29-11-2025,Withdrawal,UPI,12818.02,Completed
T0013522,A003417,C02994,BR014,05-08-2025,Deposit,Net Banking,17792.87,Completed
T0013523,A003229,C01552,BR003,25-06-2023,Withdrawal,Debit Card,23882.82,Completed
T0013524,A003723,C01286,BR004,12-12-2024,Deposit,Net Banking,2829.38,Completed
T0013525,A001314,C02381,BR013,29-06-2023,Withdrawal,Mobile App,19036.52,Completed
T0013526,A002058,C00828,BR002,26-12-2024,Withdrawal,Net Banking,25298.89,Completed
T0013527,A002973,C01339,BR006,05-06-2024,Deposit,Mobile App,6617.9,Completed
T0013528,A001751,C01597,BR001,20-11-2025,Withdrawal,Net Banking,3441.92,Completed
T0013529,A004196,C02708,BR004,26-01-2023,Deposit,Debit Card,8346.24,Completed
T0013530,A003440,C01117,BR009,26-03-2024,Withdrawal,Mobile App,9314.91,Completed
T0013531,A000090,C01534,BR014,03-05-2025,Transfer,UPI,21744.1,Completed
T0013532,A001658,C02037,BR001,07-08-2024,Deposit,Debit Card,9051.67,Completed
T0013533,A002255,C00933,BR013,16-06-2024,Deposit,Debit Card,11514.01,Completed
T0013534,A002965,C00044,BR008,08-01-2025,Transfer,UPI,16708.13,Completed
T0013535,A002267,C02901,BR009,18-11-2023,Deposit,ATM,7134.75,Completed
T0013536,A002575,C02903,BR008,22-10-2023,Deposit,Debit Card,9504.43,Completed
T0013537,A002455,C00594,BR010,23-01-2024,Deposit,UPI,3498.33,Completed
T0013538,A000643,C00861,BR006,29-02-2024,Deposit,UPI,8571.68,Completed
T0013539,A001493,C02734,BR012,01-10-2023,Withdrawal,UPI,6883.96,Completed
T0013540,A001297,C01604,BR006,24-01-2025,Deposit,UPI,7480.99,Completed
T0013541,A001557,C02531,BR015,20-01-2024,Transfer,Net Banking,2793.9,Completed
